,PV(kW),Load(kW)
532,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.3  23.6  33.   22.5  43.4  64.   73.3 136.4 139.3
 288.5 311.8 306.1 354.2 412.6 613.7 663.4 492.1 704.  648.1 405.9 722.5
 919.7 898.5 649.9 746.5 774.1 841.6 893.  765.3 383.6 772.5 708.7 461.8
 588.5 480.3 878.2 625.1 660.4 749.7 683.4 709.1 695.5 714.8 547.1 700.2
 424.6 285.2 634.  511.9 595.3 542.9 408.1 317.3 156.7  99.6 118.9 146.8
 352.9 275.3 101.8  70.1  67.2  38.6  38.1  15.6  19.2  26.9  22.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.3 134.9 148.  121.7 101.3 132.5 124.6  93.5 125.7  97.5  89.3 101.8
 109.8  96.4  73.1  77.7  99.5 139.1  90.2 105.1 115.2 107.9 114.   86.6
 149.8 168.5 190.8 197.  254.2 298.3 408.3 316.1 281.2 462.5 302.1 251.4
 274.3 409.5 293.9 299.  320.8 355.6 280.  282.3 292.8 266.1 298.8 303.1
 281.1 318.6 276.2 296.7 246.2 282.3 357.3 260.2 177.8 275.6 361.4 333.7
 297.1 353.2 264.1 337.1 393.3 323.1 338.8 490.6 498.9 498.  606.1 566.
 438.4 630.  630.4 498.5 416.7 542.1 690.5 493.5 638.2 502.6 634.6 468.3
 762.5 603.4 524.2 490.5 551.5 711.1 366.8 454.4 387.4 352.4 325.4 217.9]"
533,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.4  18.2  34.5  29.5  42.3  53.2  63.8 133.6 115.5
 309.6 389.6 264.7 322.1 426.1 638.7 573.1 571.6 619.9 513.5 371.6 815.1
 751.3 793.4 727.9 856.4 692.  728.1 877.4 905.3 427.3 675.2 741.8 398.3
 530.2 433.3 776.8 683.7 673.9 577.3 584.5 720.  661.9 672.9 701.2 802.7
 492.  403.7 639.4 616.8 578.8 596.1 356.5 324.3 167.9 101.6 132.5 147.7
 316.  215.8 101.9  66.1  70.6  35.8  41.8  13.2  27.6  26.5  21.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.9 138.5 151.4  91.5 100.8 130.  139.1 119.7 130.7  82.   92.1  99.5
  86.1  95.3  99.4  96.   84.  135.8  79.5 120.5  79.6  90.2 105.1  93.
 145.6 191.9 200.7 192.1 295.1 357.9 423.9 399.6 278.4 420.7 351.3 256.6
 301.8 397.4 348.6 220.7 329.  312.3 260.8 250.4 331.5 269.8 280.3 322.8
 286.  338.  214.1 256.8 237.2 217.7 300.1 284.1 247.2 291.  353.2 342.5
 346.6 268.6 314.2 380.2 412.2 368.7 424.7 412.5 563.  419.5 626.7 643.2
 528.  611.8 561.5 475.5 460.4 561.6 740.9 412.  542.7 556.6 545.3 466.6
 652.4 598.4 513.1 602.3 791.2 791.7 447.2 415.5 399.4 308.  317.7 228. ]"
534,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.3  22.2  28.6  28.8  51.   64.   59.5 117.4 151.9
 290.6 315.3 295.8 306.3 485.1 704.3 601.  483.5 694.5 528.3 366.2 939.6
 688.6 886.1 643.3 880.6 668.4 775.  724.4 675.  377.9 710.2 748.5 440.4
 676.9 421.  663.2 704.4 537.3 819.1 754.3 732.7 722.2 657.3 759.1 740.9
 412.  358.  645.  570.6 586.9 576.3 305.2 326.5 170.5 101.8 124.9 171.8
 272.1 238.6 108.3  77.5  59.3  39.4  37.   15.   20.9  24.6  18.5   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[109.4 145.2 144.4 109.5  83.1 132.6 118.3 118.3 135.1  92.6  93.9 101.1
 109.5  99.3  88.6 108.8  81.4 102.9  75.3 104.9 108.7  76.1 115.3  71.3
 158.9 163.5 186.2 175.2 295.  343.7 406.  344.7 393.8 369.  368.2 207.7
 355.8 331.5 329.3 277.9 363.4 409.4 354.8 234.8 234.4 331.6 262.1 264.
 328.8 376.  255.  287.3 238.8 222.8 260.9 240.4 274.2 282.  305.1 354.9
 330.  383.2 284.3 396.9 368.5 471.3 391.6 380.8 617.7 429.4 512.9 528.1
 446.2 477.6 601.  486.6 466.9 605.7 575.8 449.  503.3 529.  549.8 468.3
 784.  714.9 553.4 491.  537.1 694.9 423.8 470.9 356.5 386.7 329.5 233.6]"
535,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.8  22.6  35.   25.6  47.5  58.4  51.9 120.3 132.6
 272.  318.9 295.2 297.2 430.6 658.  618.6 508.6 734.3 644.3 314.8 735.4
 959.5 865.8 745.6 893.4 726.3 673.3 731.4 823.9 375.  673.4 712.3 482.4
 628.8 449.9 854.1 561.  544.1 675.4 665.6 676.7 692.4 800.1 835.6 674.7
 423.9 368.1 670.9 560.5 593.3 534.2 351.8 244.8 187.1  94.9 132.  157.1
 254.4 248.2  92.9  84.8  58.2  34.4  37.8  16.1  23.9  25.   21.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 86.7 132.7 141.3  99.   84.6 123.6 127.9 121.1 128.1  88.3 100.7 100.
 103.9 108.9  99.6  96.   87.4 103.7  71.3 100.  130.2  82.  112.4  88.6
 160.  163.5 191.  207.7 260.3 294.9 380.5 371.7 319.1 446.4 317.3 240.7
 315.1 321.2 345.9 301.2 378.3 437.1 258.6 240.7 299.1 265.5 300.3 249.4
 331.8 336.3 213.  269.1 213.  252.7 268.8 252.9 279.  288.8 348.2 341.6
 354.4 389.6 298.7 346.9 317.1 338.5 377.2 403.4 520.2 453.7 554.8 665.9
 577.3 694.4 597.4 479.5 505.3 532.7 700.7 495.9 510.8 605.1 643.2 384.6
 626.  559.1 656.9 466.6 552.6 597.3 449.4 478.8 388.5 344.7 311.2 244. ]"
536,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    11.1   20.6   32.8   25.    42.2
   55.8   60.2  124.3  141.   220.2  325.6  291.9  353.3  557.2  646.
  651.6  555.9  680.8  683.8  318.4 1017.7  657.1  813.   690.8  673.1
  701.3  821.2  842.2  635.1  420.7  803.1  711.4  495.3  634.2  443.8
  756.1  550.7  679.8  822.   845.8  676.2  698.5  803.5  812.8  677.2
  478.2  341.7  697.2  556.1  642.8  476.7  310.5  294.6  166.    97.9
  113.5  142.2  312.6  207.2   95.1   84.3   64.3   37.5   35.7   12.7
   22.3   31.4   20.6    0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[104.8 154.9 117.   95.4  94.4 134.2 136.5 110.8 164.   89.6  97.2  95.7
 112.   95.4 127.7  96.5  87.2  96.3  73.8  98.3 128.8  74.6  95.6  86.8
 163.7 181.2 163.3 228.6 260.2 373.9 422.  367.7 337.2 468.6 279.  234.9
 324.7 421.6 298.  255.9 324.1 384.7 279.8 227.  270.  265.6 364.8 260.
 316.4 359.4 179.5 251.6 269.  209.8 290.7 243.  281.3 320.2 351.6 399.4
 349.6 304.5 329.8 328.4 423.6 464.3 407.8 426.3 600.6 464.7 581.4 628.2
 587.9 658.2 630.3 461.9 471.5 570.7 629.4 536.8 688.9 501.5 515.6 445.6
 705.8 723.5 713.3 610.8 558.4 741.1 326.9 370.7 254.5 349.4 303.6 246.3]"
537,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.5  21.9  39.1  29.2  44.3  71.1  64.5 101.5 133.6
 287.5 292.1 241.  306.2 528.1 615.3 578.9 504.1 703.5 675.9 358.1 958.
 746.9 765.7 716.9 855.8 780.3 659.1 662.6 775.8 456.6 829.2 558.3 529.1
 563.4 480.2 756.2 564.9 629.1 724.6 790.9 762.9 695.  729.5 907.6 734.6
 471.3 410.6 730.4 603.4 518.1 588.1 429.1 338.3 180.6  98.9 123.  164.8
 313.4 289.2  96.8  77.9  55.6  37.1  40.7  15.7  28.7  22.5  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 89.5 134.9 150.8  85.5  74.6 118.8  95.2 125.1 135.2  84.8  83.9  91.1
 108.1  90.7 106.6 102.9  75.2 120.1  92.1 117.4 114.1  71.5 125.1  75.1
 147.5 171.9 207.6 165.2 321.7 323.6 373.6 404.6 292.5 491.9 324.8 237.3
 291.9 353.6 331.4 237.2 292.  407.3 284.5 269.7 318.1 270.9 352.6 272.1
 306.1 364.5 256.7 234.7 254.9 233.6 297.6 292.7 294.7 273.  399.5 388.3
 313.2 392.5 333.2 316.9 400.2 380.3 328.2 426.  726.6 419.7 555.5 555.2
 616.9 672.4 616.3 427.4 501.2 671.7 541.  418.9 532.3 462.9 566.4 452.
 727.8 683.8 598.7 547.3 507.2 615.8 403.2 450.3 442.1 358.9 321.  205.6]"
538,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.4  22.6  32.7  31.4  45.1  72.4  70.  148.3 131.
 289.4 342.3 280.8 351.9 422.3 578.  681.7 437.3 651.3 596.6 338.9 712.8
 718.2 870.4 727.7 758.9 759.9 965.2 661.9 815.1 445.  667.5 745.8 466.6
 585.  428.1 825.6 591.8 657.4 818.8 735.2 687.8 804.6 775.6 707.8 615.7
 466.5 394.6 510.  693.  602.8 512.9 342.1 307.9 147.5 116.3 122.7 152.4
 310.4 244.3  96.9  95.9  58.6  36.9  34.3  15.3  23.7  27.   23.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 93.3 114.4 158.1 101.7  83.  143.2 129.7 103.8 115.7 100.7  99.1  82.1
 102.3 126.6 101.9 107.4  75.7 112.5  82.   83.2  82.   80.4 128.5  77.3
 133.2 197.  163.7 191.6 295.5 341.9 374.  380.8 341.3 406.2 325.2 263.9
 267.3 350.9 335.8 249.7 257.7 398.8 323.  270.9 326.4 205.5 279.6 253.7
 283.9 383.6 249.8 234.  214.3 210.6 357.1 261.2 265.3 306.8 409.7 420.5
 330.9 297.4 314.9 341.7 367.  392.5 316.4 416.1 518.9 514.1 636.4 638.2
 456.2 680.  624.3 512.8 536.5 436.3 573.7 428.8 572.9 479.2 563.4 448.4
 769.2 649.9 591.5 580.6 593.9 619.1 453.4 418.3 463.5 404.4 295.2 253.6]"
539,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.2  23.9  35.1  29.2  49.4  56.4  58.9 131.2 138.8
 224.1 288.  269.2 380.7 415.7 749.7 641.5 546.4 736.6 697.3 318.2 733.5
 806.8 959.  821.  772.6 684.2 860.5 766.4 730.  414.9 901.4 715.4 456.4
 639.8 432.8 815.2 611.4 656.3 857.1 650.7 762.4 652.3 699.1 597.3 587.8
 497.5 390.6 565.5 685.7 530.1 589.4 362.7 281.7 162.8  96.  133.6 166.3
 275.7 239.2 103.6  72.2  61.5  36.5  37.4  15.   25.2  24.8  24.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[109.  132.7 125.1  90.2  88.2 133.3 153.2 108.8 145.9  90.8  92.5  94.6
 112.7  92.9  82.3  89.2  80.4 100.8  87.6 117.8 101.4  73.6 108.9  96.
 178.9 198.6 201.1 193.7 245.6 359.4 392.9 460.4 324.8 481.3 296.1 262.8
 275.5 364.1 362.8 244.5 283.  399.7 231.7 253.  312.9 240.8 352.6 277.3
 289.6 370.8 222.  236.6 235.8 239.8 324.1 219.9 263.5 307.3 329.4 324.8
 343.  320.6 282.1 319.  383.3 408.5 349.3 376.6 551.8 537.3 592.9 668.2
 442.6 555.  598.5 472.2 429.2 536.  630.  383.9 655.5 559.5 488.8 332.9
 719.  633.1 600.6 553.7 658.8 714.6 460.1 454.  436.2 363.8 311.1 251.9]"
540,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.2  21.8  34.6  28.5  43.8  59.9  62.9 147.5 162.1
 278.6 303.3 287.  351.6 407.5 780.1 638.8 471.  589.8 800.2 337.4 700.2
 744.3 774.6 671.2 755.1 782.5 705.4 878.5 789.6 457.  705.1 714.2 439.9
 638.  490.6 749.9 574.4 738.9 798.  759.2 812.4 822.7 690.4 668.3 715.
 451.2 281.5 675.3 459.  601.3 533.6 403.8 282.9 188.1 115.9 104.3 169.3
 295.9 268.  118.3  94.6  68.1  36.1  39.   15.3  24.4  33.2  21.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[101.2 151.  161.4  92.9  88.7 143.7 138.3 117.3 139.7 102.5  92.1  83.7
 125.5  97.3  97.3  82.9  86.9  98.2  71.2 106.5 124.1  90.1 107.4  84.6
 163.8 162.3 177.7 239.6 322.4 294.8 416.1 397.5 315.6 431.8 274.1 254.6
 289.7 367.8 355.3 297.  335.5 456.3 288.  311.7 315.7 273.1 297.4 303.
 324.  365.6 260.5 221.3 270.2 223.5 232.7 294.2 298.4 279.8 384.7 337.1
 312.1 368.8 276.2 341.5 429.6 394.4 349.5 420.3 633.  528.7 563.2 552.4
 554.9 491.9 496.4 488.6 350.8 634.9 565.5 496.5 580.7 518.4 516.8 455.2
 702.2 612.9 544.  576.5 566.3 663.2 396.7 371.9 417.3 398.  251.6 260.1]"
541,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   14.2  25.8  29.2  22.6  43.2  51.7  64.6 138.6 145.4
 259.  283.3 250.3 274.8 395.7 670.1 483.9 457.6 645.4 586.2 355.6 820.8
 750.1 955.2 837.9 716.8 754.  817.2 805.6 763.4 362.1 747.4 795.7 493.8
 652.8 405.9 847.2 476.2 700.5 725.8 797.1 676.5 627.9 708.9 784.6 718.4
 473.7 389.2 685.5 565.3 451.  528.7 371.9 288.9 132.1  99.9 122.1 177.5
 284.5 237.3 100.9  86.7  63.7  34.   35.6  13.6  24.3  26.2  20.8   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[108.1 142.4 159.7  98.3  63.  137.4 143.2 130.9 132.2  91.5  86.8 104.3
 108.9 102.9 104.9  91.8  71.3 101.3  73.7 111.1 111.   81.4 119.9  83.2
 115.4 145.7 186.  214.6 233.6 355.4 347.7 378.  291.  454.9 337.  250.5
 319.  396.7 347.4 289.2 287.3 417.  292.7 258.8 266.2 319.6 269.8 299.3
 368.8 342.5 263.7 242.2 272.8 248.  345.  256.7 255.5 354.9 317.3 355.8
 313.9 317.2 275.  331.7 317.  380.  418.3 411.5 598.  475.8 603.9 590.3
 537.2 602.9 666.9 476.2 463.6 616.8 786.1 488.6 650.1 477.8 641.6 478.1
 684.5 707.8 638.2 549.6 561.6 718.3 451.2 463.7 419.4 375.9 310.8 211.8]"
542,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    10.4   23.7   30.2   30.4   46.9
   51.2   57.3  137.   134.3  265.8  352.6  227.3  376.8  412.8  617.3
  687.2  531.2  734.6  570.4  306.2  723.3  906.4  815.1  805.7  800.1
  626.2  631.7  625.9  712.   415.   778.7  625.6  423.1  688.3  498.8
  933.8  495.7  575.9  596.6  599.9  724.9  699.3  678.   754.2 1001.7
  451.5  465.5  683.   550.   517.2  543.3  336.4  263.8  172.6   91.4
  130.5  141.4  261.7  272.2   98.    72.4   56.9   34.5   33.1   12.5
   27.9   23.8   23.5    0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[130.  145.4 117.5 102.6  95.7 109.9 130.4 131.6 147.5  80.4  77.4 100.
  95.6  92.   96.4  94.3  90.6 110.9 102.4  80.1 118.9  86.3  95.5  99.3
 171.4 177.  205.  198.1 247.2 359.1 414.4 401.4 346.  448.6 343.5 225.
 330.1 356.2 341.9 235.7 336.5 355.4 261.8 266.3 232.2 269.9 351.8 299.2
 348.1 376.4 211.9 259.6 271.2 226.7 292.6 310.9 357.5 310.5 390.4 369.1
 364.  316.9 290.2 391.4 387.7 382.  354.5 352.2 674.6 434.3 615.1 552.7
 484.7 498.1 591.1 355.2 455.4 555.2 571.8 429.9 562.7 513.4 544.9 424.8
 702.4 764.9 608.  567.2 601.  766.9 427.5 374.7 360.9 316.1 347.8 206. ]"
543,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.2  26.7  37.6  30.1  43.6  60.8  61.3 120.2 130.8
 290.4 311.5 317.  344.1 405.  740.6 639.2 440.  628.5 592.8 256.7 759.2
 886.2 812.9 719.6 833.8 715.2 847.6 554.7 716.2 468.1 900.  801.2 514.4
 616.2 301.2 862.2 582.2 646.2 885.8 696.3 744.6 730.1 649.5 770.4 843.5
 393.1 325.3 610.7 660.7 592.4 519.8 293.2 317.  185.5 122.7 120.9 159.8
 307.9 265.9 108.8  85.4  68.6  34.2  34.3  13.5  20.4  24.1  24.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[119.9 152.6 148.   95.4  80.5 119.7 153.6 104.2 125.4 106.5  78.9  96.5
 101.6  91.   84.5 101.9  74.9 110.7  81.4 101.   89.5  90.9 108.9  88.5
 158.1 193.3 168.9 182.9 221.7 310.6 385.9 345.  269.1 472.7 339.6 229.
 271.  364.4 309.1 254.2 323.3 490.1 323.2 237.7 281.8 298.7 356.6 288.7
 275.9 301.3 216.8 289.2 219.7 269.9 252.1 261.8 274.9 342.3 372.  346.2
 296.9 308.3 296.6 360.9 368.  398.  295.5 407.8 644.  413.2 579.  448.2
 477.9 676.4 661.9 440.7 413.8 529.8 671.5 532.8 600.  564.8 562.7 470.6
 722.8 643.6 548.7 700.4 541.6 650.7 370.6 444.6 372.8 321.9 349.2 269.6]"
544,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.3  21.3  32.9  29.9  41.5  65.   64.1 122.9 150.2
 316.8 276.5 271.7 294.5 409.  638.5 701.5 516.3 682.9 606.  273.8 662.7
 864.6 804.2 653.  882.5 874.2 813.6 670.5 826.8 411.2 812.7 610.8 441.1
 622.  412.8 891.3 623.2 799.3 665.8 648.6 748.3 758.8 805.9 757.6 645.
 414.7 345.8 602.7 517.7 675.9 657.2 357.5 302.6 178.1 125.6 147.5 161.8
 297.6 258.1  99.6  79.3  58.   30.   36.9  14.2  20.   27.9  20.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[117.  121.1 131.1  97.   89.6 126.1 122.9 120.1 132.6  95.7  75.4  88.8
  95.9  99.8 114.7  82.6  86.3 117.4  77.4 114.9 119.9  92.8 114.6  75.9
 166.7 187.9 177.2 225.4 250.6 350.9 372.1 393.3 285.5 542.7 337.1 200.
 276.3 279.7 298.4 283.1 325.6 431.6 237.  263.1 300.2 259.2 313.8 277.4
 278.4 339.1 251.1 258.6 238.5 200.6 244.3 259.4 299.7 320.3 361.9 305.1
 317.1 395.4 302.3 311.7 428.7 364.1 320.6 390.7 735.7 429.8 686.4 588.8
 556.4 686.1 639.4 448.  404.  581.3 589.5 445.2 538.6 557.3 595.  511.1
 767.4 580.2 572.9 600.7 663.4 754.  434.  459.1 343.4 327.3 373.1 219. ]"
545,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.5  22.7  32.2  29.5  40.5  48.7  66.8 148.8 154.9
 285.2 288.5 324.7 312.8 490.1 677.8 677.8 486.4 713.5 603.1 296.9 764.6
 828.7 915.3 772.  819.5 742.6 801.5 649.6 622.6 416.3 746.8 904.5 437.
 589.  481.1 788.  661.  596.2 709.1 694.1 749.1 738.3 813.5 640.9 756.
 510.5 328.1 615.6 655.1 572.4 412.1 313.6 326.6 176.6  91.4 105.  207.5
 272.7 235.9  88.   84.   64.5  41.4  43.6  13.7  25.3  27.4  26.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[125.7 140.6 143.  106.4  83.6 124.7 137.8 113.8 161.1  89.6  86.8  94.6
 113.4 119.  101.7  94.4  88.7  92.1  78.7 107.6 113.3  81.  110.2  82.4
 153.1 181.7 196.7 204.1 274.  309.7 408.3 440.5 343.5 475.6 351.1 249.
 334.7 360.7 405.2 280.7 328.9 440.5 296.9 268.8 285.4 226.2 329.  250.7
 264.9 324.9 272.  264.6 239.6 224.3 289.6 237.4 282.5 271.9 382.5 404.6
 336.9 305.6 320.3 411.5 451.2 388.7 377.9 480.2 651.  422.  627.4 518.1
 504.5 642.3 541.9 425.  414.1 698.6 573.9 468.8 604.  606.  525.  377.9
 822.  655.8 590.7 563.5 609.4 499.4 464.5 370.4 454.7 335.  300.  257.7]"
546,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.2  26.6  30.5  25.5  45.6  68.7  67.2 123.1 138.
 312.6 338.6 306.8 336.6 443.3 569.1 655.4 548.4 662.7 540.5 314.7 822.3
 853.1 813.7 867.  846.4 701.9 758.5 764.3 789.6 450.2 707.2 705.7 422.4
 631.3 434.2 809.9 589.7 491.  713.1 841.8 769.7 787.8 645.8 723.1 729.6
 434.8 340.9 670.7 630.6 582.1 557.4 362.  262.3 160.5  96.  121.5 201.7
 314.5 238.9 112.1  76.3  76.1  37.6  40.2  16.4  24.6  27.6  25.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 98.1 126.6 163.3 123.3  87.1 138.2 141.  130.8 156.7 101.9  88.2  96.3
 105.2  96.8  92.1 115.8  79.2 128.1  81.2  90.3 105.2  86.6 104.9  90.5
 161.9 185.9 172.9 228.5 278.7 367.1 395.  313.4 330.6 455.5 361.1 173.1
 292.4 332.8 311.  296.7 389.2 459.8 314.6 280.  265.1 269.  361.  237.3
 344.3 382.1 196.8 263.2 239.5 221.4 310.9 257.9 299.4 307.4 358.2 356.
 353.8 388.4 259.5 338.9 401.7 393.8 427.1 376.7 514.2 455.4 616.  560.1
 461.5 733.3 487.9 496.7 473.9 566.6 632.8 548.3 609.5 448.7 465.8 497.3
 751.8 652.2 622.9 542.9 505.  710.5 385.1 306.5 479.7 271.1 280.2 244.7]"
547,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.6  21.9  40.4  31.2  39.9  58.   75.9 124.2 126.1
 287.6 327.8 286.  294.  378.2 537.4 719.6 403.  615.5 657.8 338.2 667.
 723.8 803.  817.9 855.4 777.4 831.6 683.3 771.1 436.6 796.1 686.1 436.2
 704.1 503.7 813.9 563.2 547.8 720.4 721.7 692.8 732.3 789.5 796.2 717.
 516.6 357.  668.  500.  579.3 681.2 345.3 258.2 190.2  85.6  97.  195.2
 349.4 232.1 111.7  90.6  59.9  35.7  35.9  12.6  24.7  27.   23.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 99.7 158.2 170.7 114.6 106.5 119.2 135.6 121.  125.1  85.5  85.8  97.7
 105.7 104.9  99.1  84.9  92.7 111.3  90.9 103.8  99.   76.5 110.5  85.8
 155.  171.8 213.9 170.9 260.  321.9 424.9 383.1 278.2 415.1 310.6 269.2
 349.4 388.8 295.6 239.1 351.8 392.5 248.5 240.1 260.3 245.8 309.6 252.9
 284.2 333.2 207.2 248.5 262.1 259.4 299.4 232.6 277.2 309.7 354.7 302.
 363.1 317.4 271.7 416.2 367.4 413.8 405.8 392.4 696.2 362.9 508.9 604.4
 489.4 523.5 587.4 437.6 441.1 516.1 512.3 404.8 620.3 481.6 561.1 480.2
 771.5 544.8 555.6 525.  606.6 697.5 422.3 458.1 464.7 337.6 359.3 246.8]"
548,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.6  21.   32.9  33.7  43.7  55.1  60.2 121.3 133.7
 253.5 342.8 354.6 395.4 479.9 570.6 650.8 423.  514.  608.6 268.4 691.5
 705.2 819.1 893.2 825.9 802.2 802.8 601.4 725.9 449.4 666.5 720.9 451.
 592.7 432.8 711.9 607.5 603.  698.  590.  761.1 709.1 754.6 800.2 832.2
 488.  319.1 679.6 615.1 589.1 501.  426.1 298.8 166.7 110.7 126.3 153.
 323.8 237.3 101.1  71.   67.8  30.4  38.5  15.6  25.7  29.3  21.5   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[107.6 131.9 136.4 102.1  77.2 140.8 130.3 128.7 115.3  87.1  98.   96.3
 106.3  96.9 109.5  93.8  90.  102.8  66.7  99.4  99.7  97.1 101.2  92.8
 165.9 161.3 183.4 202.2 250.6 292.5 364.3 385.4 328.8 476.7 331.6 246.5
 265.1 350.2 262.9 211.9 313.7 447.8 263.1 279.3 315.6 284.  323.8 244.9
 248.5 380.8 247.9 278.8 240.3 245.2 310.9 281.8 295.2 355.  317.2 415.9
 320.3 334.6 302.1 439.4 394.7 407.5 368.9 371.7 607.7 441.1 542.9 560.1
 517.9 547.9 571.3 426.1 460.1 660.7 610.3 386.2 479.2 556.3 643.9 447.4
 680.7 593.  620.6 527.2 553.9 660.4 432.6 407.3 462.3 378.6 267.5 254.9]"
549,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.7  22.8  32.5  29.1  37.4  66.2  72.6 148.9 152.3
 238.4 268.6 304.6 315.6 440.8 626.9 583.6 518.8 686.  584.3 377.5 727.9
 771.3 882.9 630.  889.5 775.  716.1 738.  759.  472.2 687.9 898.9 425.8
 595.8 526.  830.  552.4 682.3 758.7 625.5 807.  663.2 691.9 747.2 745.9
 479.9 302.6 655.8 608.6 536.7 576.4 315.9 329.6 146.  111.6 124.7 191.
 309.7 251.3 107.9  88.2  62.5  31.1  31.1  14.6  20.2  27.5  22.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[102.5 128.  136.4 124.   86.2 114.2 128.3 134.1 123.   89.5  86.2  97.
 109.7 105.4 110.6 107.  105.6 111.4 103.2 115.7 110.5  83.4 132.2  94.5
 161.7 157.6 169.2 248.6 282.6 305.4 424.4 446.3 304.7 478.6 319.4 253.6
 317.1 403.9 308.4 274.3 342.2 423.1 297.8 253.9 328.9 265.4 347.2 314.
 252.9 341.3 212.4 227.8 247.5 231.9 296.1 279.1 255.5 292.  314.5 353.5
 299.5 374.  338.9 435.1 385.1 368.3 393.4 501.4 589.5 421.6 602.8 538.
 559.2 693.7 605.8 370.1 432.6 501.1 698.6 480.9 559.1 590.2 489.3 467.1
 742.3 578.3 561.8 589.4 519.2 608.  455.8 445.1 374.5 336.5 341.3 187.1]"
